18
371.0,439.0
491.0,333.0
711.0,213.0
953.0,173.0
1301.0,187.0
1454.0,270.0
1518.0,390.0
1536.0,638.0
1506.0,674.0
1363.0,821.0
1301.0,909.0
893.0,940.0
646.0,817.0
491.0,708.0
377.0,642.0
304.0,545.0
327.0,504.0
370.0,442.0
513.0,428.0
738.0,358.0
901.0,297.0
1098.0,263.0
1342.0,311.0
1429.0,383.0
1448.0,481.0
1349.0,615.0
1248.0,733.0
1169.0,831.0
1018.0,829.0
797.0,754.0
690.0,707.0
576.0,597.0
508.0,519.0
446.0,486.0
507.0,429.0
